,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Label
0,0.49960205438904653,0.0,0.06355003817062702,0.1261526595589099,0.18970150098957494,0.1901752073617814,0.0,0.3813002290237621,0.0,0.4382433132575961,0.0,0.0,0.500849500865824,0.21819337287998763,0.0,0.1496187844400435,1
1,0.5661511809328744,0.0,0.11079257625005828,0.30790680820870975,0.17638609295944133,0.19892986788706055,0.11274429711734142,0.1994266372501049,0.0,0.3056118114032052,0.0,0.04812648546068086,0.5893942077061814,0.0,0.0,0.07825322089818817,1
2,0.3486971994522019,0.0,0.17741896888135783,0.352192940002477,0.2118434271302921,0.1415816162851473,0.10832662775165842,0.35483793776271566,0.0,0.454438210960262,0.0,0.1926697553960247,0.5243517818772254,0.0,0.0,0.04177056572234118,0
3,0.5185519151880356,0.0,0.23985631046766676,0.19045471787911103,0.1551308608029003,0.2272958897095696,0.170857131711252,0.14391378628060006,0.025809040443886603,0.4489584939428706,0.018491224352652724,0.1693082031960517,0.5198466771970081,0.02058812980055734,0.0,0.09882333454019519,0
4,0.722173927891597,0.0,0.0734891784854099,0.14588276548068058,0.14624704003840763,0.1466122356453013,0.22435128926061132,0.1469783569708198,0.0,0.21719313290162562,0.0,0.15961249388736004,0.5067839767704598,0.0,0.0,0.08650948033235414,1
5,0.5169026614240093,0.07738313016535393,0.1252394250123163,0.34805645759515474,0.37384882199628283,0.074956473063445,0.22940215454999938,0.1252394250123163,0.0,0.1233793584390276,0.0,0.05440196059125487,0.5922209205073325,0.08599967316343145,0.0,0.0,0
6,0.5617327076740111,0.11773220351168792,0.16513614336224597,0.21433757171775206,0.12639575318238255,0.27876503127586777,0.06463276151568918,0.11432502232770873,0.02733691423883481,0.42547999458346303,0.03917177900500036,0.16553640779530104,0.5005646995099564,0.13084158008574462,0.0,0.08972022343415191,0
7,0.42519885515280925,0.0,0.144228942416243,0.383447800016168,0.35877826421126024,0.13359326486018058,0.11007725847079222,0.2575516828861482,0.0,0.36536616493260193,0.039710824713056904,0.05034430991313293,0.5277511271248695,0.04421403353760662,0.0,0.09095486997297468,0
8,0.2638344109585538,0.0,0.26848067160403716,0.3997190844174762,0.13357239915741317,0.13390594473455253,0.13660511215693033,0.13424033580201858,0.0,0.6612329346874554,0.4139592010984729,0.0,0.13224658693749108,0.0,0.0,0.0,0
9,0.4078965902055775,0.0,0.06385844006970058,0.31691216409841005,0.09531105158072241,0.15924842365224995,0.06498336968371088,0.09578766010455088,0.06871301652347324,0.5976450864130713,0.0,0.10402148743544275,0.5347350773169587,0.0,0.0,0.1503448692479629,1
10,0.4495381918019805,0.0,0.10763642169983029,0.18695965568239062,0.18742650072513506,0.0805262254976369,0.16429881567222882,0.13454552712478784,0.0,0.45066063481159957,0.0,0.14611094836255645,0.662736227664117,0.0,0.0,0.03167667368854555,1
11,0.5299556049168975,0.0,0.1032679910376505,0.2505512069420196,0.19409119639631245,0.183130225261787,0.09341080790252312,0.1835875396224898,0.049386007667173694,0.384329374031492,0.07076650134599236,0.0996842856652961,0.5991016712843845,0.0590935686892575,0.0,0.06753571995037932,1
12,0.6256744132204113,0.0,0.05305773864516431,0.21064896364964658,0.21117496175378384,0.052925572454154045,0.16197720964670248,0.21223095458065724,0.11418247198785336,0.156809161818386,0.0,0.057618537584140754,0.627236647273544,0.0910845003844869,0.0,0.0,1
