,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Label
362,21,0,5,0,4,2,0,0,2,22,1,2,0,3,1,0,0,1
363,14,0,9,1,11,5,0,0,0,7,1,3,2,2,12,0,0,0
364,8,0,9,0,1,0,0,0,1,14,1,0,1,1,18,0,0,0
365,11,0,7,2,5,1,0,1,1,11,3,0,2,0,6,0,0,1
366,28,0,11,0,11,0,0,2,5,28,2,0,1,0,14,1,0,1
367,23,0,9,1,1,2,0,0,0,26,1,0,0,5,13,1,0,1
368,17,0,9,2,3,5,0,0,0,18,0,5,2,0,16,0,0,1
369,14,0,4,1,4,8,0,0,0,14,5,3,1,0,7,0,0,0
370,50,0,16,4,16,6,4,0,0,40,2,0,2,2,56,0,0,1
371,11,0,4,1,1,0,0,0,0,12,0,3,1,0,3,0,0,1
372,19,0,10,1,1,0,0,1,0,26,0,0,0,1,18,0,0,1
373,11,0,3,0,3,3,0,1,1,15,1,4,0,0,9,0,0,0
374,23,0,6,0,10,4,0,0,2,32,2,6,2,1,1,0,1,1
375,8,0,5,0,3,5,0,0,4,15,0,1,0,0,9,0,0,0
376,12,0,8,2,4,0,0,1,0,13,0,1,1,0,14,0,0,0
377,23,0,6,0,5,8,0,0,0,22,2,2,1,0,13,0,0,1
378,22,0,2,0,7,6,0,0,0,7,1,0,3,2,16,3,0,0
379,6,0,3,0,3,3,0,0,0,6,0,1,1,0,7,0,0,1
380,11,0,4,0,4,1,0,0,0,12,4,0,0,0,7,0,0,1
381,8,0,3,0,0,2,0,0,0,10,1,1,1,1,7,0,0,0
382,22,0,6,0,3,3,0,0,5,21,0,0,4,1,15,0,0,0
383,8,0,4,0,5,1,0,0,0,6,1,0,0,0,10,0,0,1
384,14,0,5,0,11,1,0,0,0,14,3,1,4,1,13,0,0,0
385,31,0,17,2,16,2,5,0,0,37,5,0,0,2,44,1,0,1
386,15,1,3,1,4,1,0,0,0,13,1,2,2,3,16,0,0,0
387,26,0,9,1,13,7,3,1,1,21,6,3,4,3,11,0,0,1
388,9,0,4,1,6,0,0,0,0,10,0,0,2,2,7,0,0,1
389,6,0,8,0,1,1,0,0,0,10,1,0,0,0,9,0,0,1
390,14,0,5,2,10,0,0,0,0,14,1,0,1,2,14,0,0,0
391,21,1,7,1,1,4,0,0,0,18,0,4,1,1,12,0,0,1
392,18,2,11,0,7,3,0,0,2,21,2,2,3,0,11,0,0,1
393,27,0,6,2,10,5,0,2,0,25,3,6,0,0,16,0,0,0
394,7,0,4,0,2,1,0,0,1,19,0,1,1,3,11,0,0,1
395,24,0,8,0,8,11,0,0,1,24,2,3,0,0,16,0,0,0
396,17,1,6,2,5,3,0,0,0,13,2,1,4,0,11,0,0,1
397,23,0,13,1,6,1,0,1,1,16,2,0,1,1,24,0,0,1
398,20,0,9,1,9,1,0,0,0,20,3,0,2,2,17,2,0,0
399,34,0,14,2,7,6,0,0,0,33,2,3,0,1,24,1,0,0
